Guid	Qcate	Q	A	Keywords_A	Output_conf	Output
7c7a9d51-d561-4359-972d-d7000b4d2960	text	When did the murder victim of Asin of Baekje reign?	["\"The murder victim of Asin of Baekje, Jinsa of Baekje, reign between 385\u2013392.\"", "\"Jinsa of Baekje reigned from 385\u2013392.\"", "\"The murder victim of Asin of Baekje reigned 385\u2013392.\""]	"385–392"	1	["JJinsa of Baekje (?\u2013392, 385\u2013392) was the sixteenth king of the Three Kingdoms of Korea. He was the younger brother of the previous ruler, King Chimnyu. According to the Samguk Sagi, he ascended to the throne because the heir, later King Asin, was too young. Jinsa (r. 392\u2013405) is the seventeenth"]
64cb4af4-feaf-474c-aeda-1943df1378ed	text	Dornadilla and Locrinus are both names of legendary what?	["Kings.", "\"Both Dornadilla and Locrinus are the names of legendary kings.\"", "\"Dornadilla and Locrinus are both names of legendary kings\"", "\"Dornadilla and Locrinus are both names of legendary kings.\""]	"kings"	1	["D. Dornadilla and Locrinus are both names of legendary kings of the Britons. Unsourced material may be challenged and removed.Locrinus was the fourth legendary king according to George Buchanan; painting by Jacob Jacobsz de Wet the Younger in the commission from Holyrood Palace. He was the oldest son of Brutus and a descendant of the Trojans through Aeneas. Dornsadilla was the fifth legendary king of the British Isles. Locr"]
a8f55839-3000-433e-952f-4be31b60b8c5	text	What type of transport used by the US Navy experienced problems with funding for its P6M model and competition from aircraft carriers which were better suited for withstanding abrupt take offs?	["Seaplane", "\"Seaplane operations used by the US Navy experienced problems with funding for its P6M model.\"", "\"Seaplane were the form of transport that experienced problems with funding for its P6M model and competition from aircraft carriers which were better suited for withstanding abrupt take offs.\""]	"Seaplane"	1	["Sea Seaplane.Seaplane operations were a small component of U.S. naval aviation, and the P6M was significantly over budget and behind schedule and competing with aircraft carriers for funding. The Navy had also developed a potentially superior system for the nuclear strike role, the ballistic missile submarine. Carrier-based aircraft, sometimes known as carrier-capable aircraft or carrier-borne aircraft, are naval aircraft designed for operations from aircraft carriers. They must be able to launch in a short distance"]
a01c97c2-ae0d-460a-be5f-8b06b8d71c6c	text	What is the shortest-lived isotope of the chemical element with atomic number 4?	["The shortest-lived known isotope of beryllium is 13 Be", "\"The shortest-lived isotope of the chemical element with atomic number 4 is 13 Be.\"", "\"The shortest lived isotope of Beryllium is 13.\"", "\"The shortest-lived isotope of beryllium is 13 Be.\"", "\"13 Be is the shortest-lived isotope of the chemical element with atomic number 4.\"", "\"The isotope of beryllium is 13 Be is the shortest-lived isotope of the chemical element with atomic number 4.\""]	"13 Be"	1	["This. Beryllium is a radioactive isotope of the element with the atomic number of Be. It has a half-life of 2.This makes its decay rate dependent to a measurable degree upon its chemical surroundings \u2013 a rare occurrence in nuclear decay. The shortest-lived known isotope is 13 Be which decays through neutron emission. 6 Be is also very short-lived with a half life of 5.0 \u00d7 10 \u221221 s."]
859b4cae-5b40-42dd-bb5f-4f796c955ccd	text	What personal choice of James II was at the core of the Tory political faction's creation?	["His Catholicism, given that the faction emerged to uphold James II's rights of succession, the debate around which focused on if he should be allowed to succeed because of his Catholicism.", "\"Whether his brother, James, Duke of York, should be allowed to succeed to the throne because of James's Catholicism.\"", "\"James's Catholicism was at the core of the Tory political faction's creation.\""]	"James's Catholicism"	1	["Lord Belasyse was the first Prime Minister of Great Britain from 1685 to 1701.Lord Belashe was the second Tory to lead a Ministry in Great Britain. The Tory political faction originally emerged within the Parliament of England to uphold the legitimist rights of James II to succeed his brother Charles II to the thrones of the three kingdoms. Towards the end of Charles II's reign (1660\u20131685) there was some debate about whether his brother, James, Duke of"]
21112bd0-dc8d-4af6-af60-7893abc8ff62	text	What temple of the LDS Church is located in the centerpiece of 10 acre Temple Square?	["Salt Lake Temple", "\"The Salt Lake Temple is the centerpiece of the 10 acre Temple Square.\"", "\"The Salt Lake Temple, operated by The Church of Jesus Christ of Latter-day Saints, is located in the centerpiece of 10 acre Temple Square.\"", "\"The Salt Lake Temple is located in the centerpiece of 10 acre Temple Square.\""]	"Salt Lake Temple"	1	["InIn the LDS Church, a temple is a building dedicated to be a House of the Lord. Temples are considered by church members to be the most sacred structures on earth. The Salt Lake Temple, operated by The Church of Jesus Christ of Latter-day Saints, is the best-known temple. Located in Salt Lake City, Utah, it is the centerpiece of the 10 acre (40,000 m 2)"]
e02f4c17-e65f-40a8-919a-b09bfc9b429e	text	MMP, FPTP, and DMP are all what types of system?	["Electoral", "\"They are all types of electoral system.\"", "\"MMP, FPTP, and DMP are all types of electoral systems.\"", "\"MMP, FPTP, and DMP are all different types of electoral systems.\"", "\"MMP, FPTP, and DMP are all types of representatives in proportional representation electoral (voting) systems.\""]	"electoral system"	1	["The is an electoral system that is used in the United Kingdom.The constituency representatives are elected using first-past-the-post voting (FPTP) or another plurality/majoritarian system. The nationwide or region-wide party representatives are, in most jurisdictions, drawn from published party lists, similar to party-list proportional representation. Dual-member proportional representation ( DMP ), also known as dual-member mixed proportional, is an election system designed to produce proportional election results across a region"]
728ef87a-2dfa-4b8c-933b-50dfa4434065	text	Orchard to Kitsap County, and Port Washington to Ozaukee County are both types of what in Washington state?	["County seats.", "\"Orchard to Kitsap County, and Port Washington to Ozaukee County are both types of county seats in Washington state.\"", "\"Port Orchard and Port Washington are both county seats in the state of Washington.\"", "\"Port Orchard in Kitsap County and Port Washington in Ozaukee County are both county seats in Washington state.\""]	"County seats"	1	["// \ufeff Port Orchard is a city in Kitsap County, Washington state. It is located 13 miles (21 km) due west of West Seattle and is connected to Seattle and Vashon Island via the Washington State Ferries run to Southworth. Location of Port Washington in Ozaukee County, Wisconsin"]
b71adaa2-133d-46bb-9935-e73c60313dab	text	What were both Pfalzgrafenstein Castle and the Marksburg used for?	["\"Pfalzgrafenstein Castle and the Marksburg were both used as a stronghold.\"", "\"Both the Pfalzgrafenstein Castle and the Marksburg were used as strongholds\"", "\"They were both strongholds used for protection.\""]	"a stronghold"	1	["\"\"Pfalzgrafenstein Castle\" is a toll castle on the Falkenau island, otherwise known as Pfalz Island in the River Rhine near Kaub, Germany. The Marksburg is a castle above the town of Braubach in Rhineland-Palatinate, Germany, on the island of Kaub. It is one of the largest toll castles in Germany. Known as \"\"the PfalZ,\"\" this former stronghold is famous for its pictures"]
8107c01c-eedf-44dd-ae99-5d3c9132899a	text	The primordial deities are the first entities or beings that came into existence in the mythology of what people whom the Arcadians were a tribal confederation of?	["\"The primordial deities are the first entities or beings that came into existence in the mythology of greek people whom the Arcadians were a tribal confederation of.\"", "\"The primordial deities are the first entities or beings that came into existence in the mythology of the Dorians whom the  Arcadians were a tribal confederation of.\"", "\"The primordial deities are the first entities or beings that came into existence in the mythology of Dorians whom the Arcadians were a tribal confederation of.\""]	"Greek tribal confederation"	1	["Arc was a Greek tribal confederation. In Greek mythology, the primordial deities are the first entities or beings that came into existence in the mythology of what people whom the Arcadians were.Arcadians - They lived in Arcadia (Central Peloponnese Peninsula)."]
f658e01d-685e-4e48-8bb6-70cbe7379b4e	text	What do Peprilus triacanthus and Isopsetta isolepsis have in common?	["They are fish with the name butter in their common name.", "\"They are both flat.\"", "\"Peprilus triacanthus and Isopsetta isolepsis are both flat fish.\"", "\"Peprilus triacanthus and Isopsetta isolepsis are both fish.\""]	"both are fish"	1	["The.The American butterfish ( Peprilus triacanthus ), also known as the Atlantic butterfish, is a butterfish of the family Stromateidae. Fish of this species are usually deep-bodied, flattened sideways, and somewhat circular or rounded, with blunt noses and small mouths with weak teeth. It is a demersal fish that lives on the bottom of the Atlantic Ocean. The butter sole ( Isopsetta isolepis)"]
9dda88e8-ecf5-45bf-ae10-e9bb371b9272	text	The fourth-largest lake in Lombardy is fed by a tributary of which river?	["Lake Iseo, the fourth-largest lake in Lombardy, is fed by Oglio, which is a tributary of the River Po.", "\"The fourth-largest lake in Lombardy is fed by a tributary of the river Po.\"", "\"Lake Iseo is the fourth largest lake in Lombardy, Italy and is fed by the Oglio river. The Oglio is a left-side tributary of the river Po. Therefore the answer is the river Po.\"", "\"Lake Iseo is fed by Oglio river which is a tributary of the River Po.\"", "\"It's fed by a tributary of the Oglio River.\""]	"The river Po"	1	["Lake Iseo is the largest lake in the United States."]
a2b2de01-4be0-4068-988e-fb2866465dd0	text	What are two things named after Connemara?	["A pony and and Irish folk song", "\"Two things named after Connemara are the Connemara Pony and the song \"The Hills of Connemara\".\"", "\"A pony and an Irish folk song are both named after Connemara\"", "\"Two things named after the Connemara are the Connemara Pony and an Irish folk song - \"The Hills of Connemara\".\"", "\"Two things are: a pony, and a folk song.\""]	"a pony and hills"	1	["\"\"The Connemara\" is a breed of Irish ponies. They are known for their athleticism, versatility and good disposition. The breed makes excellent show ponies.\"The Irish Pony is a pony breed originating in Ireland"]
bc158b2c-848a-4d9a-8042-ed78ce224dab	text	What colorless cyclic ether that has been listed as a level-5 vital article in Science, Chemistry is found in a dipolar bond charge-transfer complex with borane?	["Tetrahydrofuran.", "\"Tetrahydrofuran is a cyclic ether found in a dipolar bond charge-transfer complex with borane.\"", "\"Tetrahydrofuran is a colorless cyclic ether that has been listed as a level-5 vital article in Science, Chemistry and is found in a dipolar bond charge-transfer complex with borane.\"", "\"Tetrahydrofuran is found in a dipolar bond charge-transfer complex with borane.\"", "\"Tetrahydrofuran is a colorless cyclic ether found in a level-5 vital article in Science, Chemistry and in a dipolar bond charge-transfer complex with borane.\"", "\"Tetrahydrofuran has been listed as a level-5 vital article in Science, Chemistry is found in a dipolar bond charge-transfer complex with borane.\""]	"Tetrahydrofuran"	1	["T. This article is within the scope of WikiProject Chemicals: This article has been updated as a part of Wiki project is a work of a project of the projects of Wiki projects are used by the projects are within the pages of projects of projects within the sister projects of these projects are not included in the projects. If you can improve it, please do.Tetrahydrofuran has been listed as a level-5 vital article in Science, Chemistry. The compound is"]
f3b0db15-c066-4bb8-bbc4-e5f7756f4a7c	text	Arecaceae tribe Corypheae, Livistona chinensis and Chamaerops humilis are all types of what?	["Palms", "\"Arecaceae tribe Corypheae, Livistona chinensis and Chamaerops humilis are all types of fan palm.\"", "\"Arecaceae tribe Corypheae, Livistona chinensis and Chamaerops humilis are all types of palms\"", "\"Arecaceae tribe Corypheae, Livistona chinensis and Chamaerops humilis are all types of fan palm trees.\"", "\"Arecaceae tribe Corypheae, Livistona chinensis and Chamaerops humilis are all types of fan palms.\""]	"Fan palm."	1	["The is one of the most widely accepted species in the genus Chamaerops.The only currently fully accepted species is the Chinese fan palm or the Mediterranean dwarf palm. Livistona chinensis is a species of subtropical palm tree of east Asia. It is native to"]
5d6d4471-0ee3-44e5-8aa8-7b0b619757f2	text	Maronites and Melkites were both types of what?	["Christians", "\"They are both types of Christians\"", "\"Maronites and Melkites are types of Christian community.\"", "\"Maronites and Melkites were both types of Christians.\"", "\"Maronites and Melkites were both types of Christians\""]	"Christians"	1	["Mel. The Phoenician pagans became Maronite Christians. In 451 AD, the Maronites followed the Council of Chalcedon, rejecting monophysitis of the Melkite Church.Melkites view themselves as the first Christian community, dating back to the time of the Apostles. According notably to Ernest Renan and to mainstream Vatican historiographers, this first community is said to have been a mixed one made up of individuals who were Greek, Roman, Syriac,"]
1ac7d39e-c583-4537-8504-5916e52d6ea2	text	The Danes who were from Scandinavia that has many lakes and moraines, colonized many areas including where?	["Africa, the Americas, the Atlantic, and Asia.", "\"The Danes who were from Scandinavia colonized many areas including Africa, the Americas, the Atlantic, and Asia.\"", "\"The Danes who were from Scandinavia that has many lakes and moraines, colonized many areas including holdings in Africa, the Americas, the Atlantic, and Asia.\"", "\"The Danes colonized many areas including holdings in Africa, the Americas, the Atlantic, and Asia.\"", "\"he Danes who were from Scandinavia that has many lakes and moraines, colonized many areas including Asia, the Atlantic, Africa, and the Americas.\""]	"Africa, the Americas, the Atlantic, and Asia"	1	["The is a map of Scandinavia.The geography of Sweden is extremely varied. Notable are the Norwegian fjords, the Scandinavian Mountains, the flat, low areas in Denmark and the archipelagosof Sweden and Norway. Sweden has many lakes and moraines, legacies of the ice age, which ended about ten millennia ago. The Danes colonized many areas including holdings in Africa, the Americas, the Atlantic, and Asia. The medieval Norwegians colonized"]
c775e80d-e833-48e2-9a43-1aa64340cdac	text	What series of large interconnected freshwater lakes in the upper mid-east region of North America have long been called inland seas due to their rolling waves, sustained winds, and strong currents?	["Great Lakes", "\"The Great Lakes have been called inland seas due to their rolling waves, sustained winds, and strong currents.\"", "\"The Great Lakes, also called the Great Lakes of North America, are a series of large interconnected freshwater lakes in the upper mid-east region of North America.\"", "\"The Great Lakes have long been called inland seas due to their rolling waves, sustained winds, and strong currents.\"", "\"The Great Lakes are a series of large interconnected freshwater lakes that have long been called inland seas due to their rolling waves, sustained winds, and strong currents.\""]	"The Great Lakes"	1	["The.The Great Lakes, also called the Great Lakes of North America, are a series of large interconnected freshwaterlakesin the upper mid-east region of North Americathat connect to the Atlantic Oceanvia the Saint Lawrence River. They are lakes Superior, Michigan, Huron, Erie, and Ontarioand are in general on or near the Canada\u2013United States border. Because of their sea-like characteristics, such as rolling waves, sustained winds, strong currents, great depths, and"]
4e122eb2-420a-4d26-8e50-b94a3aa5fe79	text	The largest uninhabited island in the world is found in which country that is the world's second-largest country by total area?	["It's found in Canada.", "\"Devon Island is found in Canada.\"", "\"The largest uninhabited island in the world is found in Canada, which is the world's second-largest country by total area.\"", "\"It is found in Canada.\"", "\"The largest uninhabited island in the world is found in Canada that is the world's second-largest country by total area.\""]	"Canada"	1	["\" islands are uninhabited places in the world. Small coral atolls or islands usually have no source of fresh water, but occasionally a freshwater lens can be reached with a well. Uninhabited islands are sometimes also called \"\"deserted islands\"\" or \"desert islands\"\". Canada is a country in North America. Its ten provinces and three territories extend from the Atlantic to the Pacific and northward into the Arctic Ocean, covering 9.5 million square kilometres.\"Dev"]
f4de2704-3c8c-4b0b-9c43-8e6e9b16addb	text	What is the year of incorporation of the city where the Talmudic University of Florida is located?	["Miami Beach, the city where the Talmudic University of Florida is located, was incorporated in 1915.", "\"Miami Beach, home of the Talmudic University of Florida, was incorporated in 1915.\"", "\"The year of incorporation for Miami Beach was 1915, which is the city where Talmudic University of Florida is located.\"", "\"1915 was the year of incorporation of the city where the Talmudic University of Florida is located.\"", "\"The year of incorporation of the city where the Talmudic University of Florida is located is 1915.\"", "\"1915 is the year of incorporation of the city where the Talmudic University of Florida is located.\""]	"1915"	1	["YYeshiva V'Kollel Beis Moshe Chaim is located in Miami Beach, Florida. It is also known as the Talmudic University of Florida. Its rosh yeshiva is Rabbi Yochanan Zweig, an alumnus of Ner Israel Rabbinical College. Miami Beach is a coastal resort city in Miami-Dade County, Florida, United States. It was incorporated on March 26"]
e6f9ea98-4b47-4572-ad11-a2b0ccc1977f	text	Of LA 42, LA 400, and LA 402, which is the shortest?	["LA 402 is the shortest.", "\"LA 402 is the shortest out of LA 42, LA 400, and LA 402\"", "\"LA 402 is the shortest.\"", "\"Of LA 42(7.6 miles) (, LA 400 (5.75 miles), and LA 402(5.07 miles), LA 42 is the longest at over 7 miles.\""]	"LA 402"	1	["FromFrom the west, LA 42 starts at an intersection with LA 30 in Baton Rouge near Louisiana State University. It is a four-lane divided highway for 7.6 miles (12.2 km) from LA 30 eastward to an intersect with Highland Road and Siegen Lane in southeastern Baton Rouge. Louisiana Highway 402 ( LA 402) runs 5.07 miles (8.16 km) in an east\u2013west direction from a local road west of Brusle St. Vincent to LA"]
19c52fad-f83f-4b19-a039-618ab5b0a51d	text	What is Tollens' reagent and how is a positive test indicated?	["Tollens' reagent (chemical formula Ag (NH 3) 2 OH) is a chemical reagent used to distinguish between aldehydes and ketone functional groups along with some alpha-hydroxy ketones which can tautomerize into aldehydes. A positive test with Tollens' reagent is indicated by the precipitation of elemental silver, often producing a characteristic \"silver mirror\" on the inner surface of the reaction vessel", "\"Tollens' reagent consists of a solution of silver nitrate, ammonia and some sodium hydroxide, and a positive test is indicated by the precipitation of elemental silver.\"", "\"Tollens' reagent is a chemical reagent used to distinguish between aldehydes and ketones and a positive test is indicated by the precipitation of elemental silver.\"", "\"Tollens' reagent is a chemical reagent used to distinguish between aldehydes and ketone functional groups and a positive test with Tollens' reagent is indicated by the precipitation of elemental silver.\""]	"Tollens' reagent (chemical formula Ag (NH 3) 2 OH) is a chemical reagent, and a positive test is indicated by the precipitation of elemental silver."	1	["\"\"Tollens' reagent\" is a chemical reagent used to distinguish between aldehyde and ketone functional groups along with some alpha-hydroxy ketones which can tautomerize into aldehydes. The reagent consists of a solution of silver nitrate, ammonia and some sodium hydroxide (to maintain a basic pH of the reagent solution). It was named after its discoverer, the"]
77abf6df-f021-4acc-ac25-35f21dac0667	text	What are some of the alpine plants that grow in a mountain or highland climate used for?	["Medicinal purposes", "\"Some of these plants are used for medicinal purposes.\"", "\"Alpine plants are used for medicinal purposes.\"", "\"They are used as medicinal plants.\"", "\"Some of the alpine plants that grow in a mountain or highland climate are used for medicinal purposes.\"", "\"Many alpine plants have medicinal purposes.\""]	"medicinal plants"	1	["Al. Alpine climate is the typical weather ( climate) for the regions above the tree line. This climate is also referred to as a mountain climate or highland climate. There are multiple definitions of alpine climate. One simple definition is the climate which is cooler than the climate in the mountains.Alpine plants are adapted to the harsh conditions of the alpine environment, which include low temperatures, dryness, ultraviolet radiation, wind, drought, poor nutritional soil, and a short growing season"]
7262431e-79a4-471e-851b-b71614561a2b	text	How long is the species with the Latin name Caranx sexfasciatus known to grow?	["The bigeye trevally is known to grow to a length of 120 cm.", "\"The species with the Latin name Caranx sexfasciatus is known to grow to a length of 120 cm.\"", "\"The Bigeye Trevally, Latin name Caranx sexfasciatus, is known to grow to a length of 120 cm.\"", "\"The bigeye trevally (Caranx sexfasciatus) is known to grow to a length of 120 cm.\"", "\"The bigeye trevally is known to grow to a length of 120 cm.\""]	"120 cm"	1	["The is a species of trevally endemic to the Indian Ocean.The species is known to grow to a length of 120 cm and 18 kg."]
f8a9ca59-2fea-43e3-9e2a-ad95ca1c4d17	text	What town that was on the Shrewsbury Canal during the Industrial Revolution and escaped heavy damage from WWII bombings is the birthplace of Charles Darwin?	["Darwin was born in Shrewsbury.", "\"Shrewsbury, that was on the Shrewsbury Canal during the Industrial Revolution and escaped heavy damage from WWII bombings, is the birthplace of Charles Darwin.\"", "\"Shrewsbury was on the Shrewsbury Canal during the Industrial Revolution, escaped heavy damage from WWII bombings, and is the birthplace of Charles Darwin.\"", "\"Shrewsbury is the birthplace of Charles Darwin.\"", "\"Shrewsbury is the town that was on the Shrewsbury Canal during the Industrial Revolution and escaped heavy damage from WWII bombings is the birthplace of Charles Darwin\"", "\"Shrewsbury is on the Shrewsbury Canal.\""]	"Shrewsbury"	1	["ShShrewsbury is one of the largest towns in the Shrews of the hundred towns of Shrewbury, the largest town in the county of Shropshire, with a population of the town of the county is the largest in the town centre. Shrew'sbury is a large market town and the county town of Shogrewshire, England. The town suffered very little from the bombing runs in the Second World War that did damage to many English locations."]
2a8c1882-b6b1-4d3d-99ba-c8544ec5f702	text	Emilio Aguinaldo would have been president over what capital city?	["The capital of the Philippines is Manila.", "\"Emilio Aguinaldo would have been president in Manila.\"", "\"Emilio Aguinaldo would have been president over Manila.\""]	"Manila"	1	["\"The Philippines is the largest country in the Asia-Pacific region. Manila is the nation's capital, while the largest city is Quezon City, both lying within the urban area of Metro Manila. / \ufeff 14.583; 120.633\u00b0N 121.967 / / 14.033"]
97ca8c83-cc7d-4af7-8178-e576545146aa	text	The shape and size of what in water forms an aggregate with the hydrophilic "head" regions, are a function of the molecular geometry of its surfactant molecules?	["Micelles.", "\"Micelles form an aggregate with the hydrophilic \"head\" regions and are a function of the molecular geometry of its surfactant molecules.\"", "\"The shape and size of micelle in water forms an aggregate with the hydrophilic \"head\" regions, are a function of the molecular geometry of its surfactant molecules\"", "\"The shape and size of a micelle are a function of the molecular geometry of its surfactant molecules.\"", "\"The shape and size of micelles forms an aggregate with the hydrophilic \"head\" regions that are a function of the molecular geometry of its surfactant molecules.\"", "\"The shape and size of a micelle in water forms this.\""]	"Micelle"	1	["\"\"Micelles are water-soluble molecules that are soluble in water. Other phases, including shapes such as ellipsoids, cylinders, and bilayers, are also possible. The shape and size of a micelle are a function of the molecular geometry of its surfactant molecules and solution conditions such as pH, temperature, pH, and ionic strength. A typical micelle in water forms an aggregate with the hydrophilic \"\"head\"\" regions in contact with"]
555ebc7b-fc88-4cf2-9960-d0bb8eac03c4	text	Was Fredelo dead before or after the birth of Ermengol IV?	["He was dead before.", "\"He died before the berth of Ermengol IV.\"", "\"Fredelo died in 852, before Ermengol's birth in 1056.\"", "\"Fredelo died before the birth of Ermengol IV.\"", "\"Fredelo was dead before the birth of Ermengol IV.\""]	"Before"	1	["ErErmengol IV (1056\u20131092) was the Count of Urgell from 1066 to his death. He was the son of Ermengols III and Adelaide, whose family is not known, even if some scholars made her daughter of Guillem I, Count of Besalu.Fredelo, Fridolo, or Frigidolo"]
56b56e3d-3f86-4aac-9fb2-5fb364aa4748	text	In medicine, lung what, which is often treated with some combination of radiation therapy, surgery, chemotherapy and targeted therapy, staging is the assessment of the extent to which a it has spread from its original source?	["Cancer", "\"Staging is used to assess lung cancer.\"", "\"In medicine, lung cancer is often treated with some combination of radiation therapy, surgery, chemotherapy and targeted therapy, and staging is the assessment of the extent to which it has spread from its original source.\"", "\"In medicine, lung cancer, which is often treated with some combination of radiation therapy, surgery, chemotherapy and targeted therapy, staging is the assessment of the extent to which it has spread from its original source.\"", "\"In medicine, lung cancer staging is the assessment of the extent to which a lung cancer has spread from its original source.\"", "\"In medicine, lung cancer staging is the assessment of the extent to which a it has spread from its original source.\""]	"Cancer"	1	["InLung cancer is the most common form of lung cancer in the United States.In medicine, lung cancer staging is the assessment of the extent to which a lung cancer has spread from its original source. As with most cancers, staging is an important determinant of treatment and prognosis. Cancer is often treated with some combination of radiation therapy, surgery, chemotherapy and targeted therapy. Pain and symptom management are an important part of care. In general, more advanced stages of cancer are less am"]
678fbc9c-6ddd-412a-83e1-0beb45b36f68	text	There are about 250,000 Gram Panchayats in what country where villages are the basic building block?	["India", "\"There are about 250,000 Gram Panchayats in India where villages are the basic building blocks.\"", "\"There are about 250,000 Gram Panchayats in India\"", "\"There are about 250,000 Gram Panchayats in India.\"", "\"There are about 250,000 Gram Panchayats in India where villages are the basic building block.\""]	"India"	1	["VillVillage panchayats ( Tamil: \u0b8a\u0bb0\u0bbf\u0b95\u0bb3\u0bcd) form the grass-root level of democracy for the basic building blocks of India - villages. It is set up in villages where the population is more than 300. There are about 250,000 Gram Panchayats in India. Established in various states"]
5546fc28-7c92-42c5-ae70-b59fccbf3613	text	How many teams from the rugby competition in New South Wales go to the play-offs after a sixteen round season?	["The best four teams go on to the play-offs.", "\"Four teams go to the play-offs after a sixteen round season in the Group 9 Rugby league.\"", "\"The best four teams from the rugby competition in New South Wales go to the play-offs after a sixteen round season.\"", "\"Four teams from the rugby competition in New South Wales go to the play-offs after a sixteen round season\"", "\"It says that Group 9 is a rugby league competition based in Wagga Wagga, New South Wales, Australia. And that Currently a home and away season consisting of sixteen rounds is played. The best four teams then play-off culminating in the Group 9 Grand final, which is traditionally held at McDonald's Park in Wagga Wagga. Therefore the answer is four.\"", "\"The best four teams go to the playoffs.\""]	"4"	1	["GroupGroup 9 is a rugby league competition based in Wagga Wagga, New South Australia. Currently a home and away season consisting of sixteen rounds is played. The competition is played in five grades, with these being Under 17s, Under 19s, Women's League-Tag, Reserve-Grade and First-Grade. The best four teams then play-off according to the Page-McInt"]
fdc8a6f0-c71d-4c73-948c-e16c114b19dc	text	What are two large particle physics collector experiments?	["\"Compact Muon Solenoid and A Toroidal LHC ApparatuS are two large particle physics collector experiments.\"", "\"The Compact Muon Solenoid and ATLAS are two large particle physics collector experiments\"", "\"The Compact Muon Solenoid ( CMS) and the ATLAS ( A Toroidal LHC ApparatuS) are two large particle physics collector experiments.\"", "\"The Compact Muon Solenoid experiment and ATLAS are two large particle physics collector experiments.\"", "\"Two large particle physics detector experiments are the Compact Muon Solenoid experiment and ATLAS ( A Toroidal LHC ApparatuS).\""]	"ATLAS and The Compact Muon Solenoid"	1	["The is one of two large general-purpose particle physics detectors built on the Large Hadron Collider (LHC), a particle accelerator at CERN in Switzerland and France. ATLAS ( A Toroidal LHC Apparatu"]
5bfd9bc5-63dc-46f3-9a0a-8f3f3439821f	text	In what type of hermaphroditism produce eggs and sperm in differing life stages with protogyny being the most common form of it?	["Sequential hermaphrodite.", "\"A sequential hermaphrodite produces eggs and sperm in differing life stages with protogyny being the most common form of it.\"", "\"This would be sequential.\"", "\"In particular, a sequential hermaphrodite produces eggs (female gametes) and sperm (male gametes) at different stages in life.\"", "\"It says that a sequential hermaphrodite produces eggs (female gametes) and sperm (male gametes) at different stages in life. Also Protogyny is a more common form of sequential hermaphroditism. Therefore the answer is sequential.\"", "\"Sequential hermaphrodites produce eggs and sperm in differing life stages with protogyny being the most common form.\""]	"A sequential hermaphroditism"	1	["Protogyny is a form of sequential hermaphroditism. Protogyny occurs in animals that are born female and at some point in their lifespan change sex to male.Protogynous animals are sexually dimorphic. In particular, a sequential species produces eggs (female gametes) at different stages in life. Protogy is a more common form of sequancy. Species that can undergo these changes from one sex to another"]
1a82d19e-d7c4-4bf9-bc2f-7b93551ae813	text	What is Tin (II) bromide and how can it be prepared?	["Tin (II) bromide is a chemical compound of tin and bromine with a chemical formula of SnBr 2. It can be prepared by the reaction of metallic tin and HBr distilling off the H2O/HBr and cooling:[5] Sn + 2 HBr \u2192 SnBr2 + H2.", "\"Tin (II) bromide is a chemical compound of tin and bromide, and it can be prepared by metallic tin reacting with HBr followed by a process of distillation and cooling.\"", "\"Tin (II) bromide is a chemical compound of tin and bromine with a chemical formula of SnBr 2. It can be prepared by the reaction of metallic tin and HBr distilling off the H2O/HBr and cooling:[5]Sn + 2 HBr \u2192 SnBr2 + H2.\"", "\"Tin (II) bromide is a chemical compound of tin and bromine with a chemical formula of SnBr 2, and it  can be prepared by the reaction of metallic tin and HBr distilling off the H2O/HBr and cooling.\"", "\"Tin (II) bromide is a chemical compound of tin and bromine, and it can be prepared by the reaction of metallic tin and HBr distilling off the H2O/HBr and cooling.\"", "\"Tin (II) bromide is a chemical compound of tin and bromine prepared by the reaction of metallic tin and HBr distilling off the H2O/HBr and cooling.\""]	"a chemical compound that can be prepared by the reaction of metallic tin and HBr"	1	["?) Tin (II) bromide is a chemical compound of tin and bromine with a chemical formula SnBr 2. Tin is in the +2 oxidation state. The stability of tin compounds in this oxidation state is attributed to the inert pair effect. Tin(II-bromide can be prepared by the reaction of metallic tin and HBr distilling off the H2O/HBr and cooling:[5]Sn + 2 HBr \u2192 SnBr"]
bd3466c6-f5dc-4ca6-a0f9-bfef40c08c51	text	South Kensington in the Royal Borough of Kensington and Chelsea just west of Central London became an upscale tourist destination following which major conflict?	["World War I", "\"South Kensington in the Royal Borough of Kensington and Chelsea just west of Central London became an upscale tourist destination following World War I\"", "\"South Kensington in the Royal Borough of Kensington and Chelsea just west of Central London became an upscale following World War I.\"", "\"South Kensington became an upscale tourist destination following World War I.\"", "\"It became an upscale tourist destination following World War I.\"", "\"South Kensington and Chelsea became an upscale tourist destination following World War I.\""]	"World War I"	1	["SouthSouth Kensington. South Kensington is a district just west of Central London in the Royal Borough of Kensington and Chelsea. Historically it settled on part of the scattered Middlesex village of Brompton.[1] Its name was supplanted with the advent of the railways in the late 19th century and the opening (and shutting down) of the London Underground in the early 20th century.History [ edit ]"]
