Guid	Qcate	Q	A	Keywords_A	1	Output
989bb990-a47c-46e2-83d0-fcd5d6f450f8	text	What is both a fictional character in Enid Blyton's The Magic Faraway Tree series and a type of corticosteroid-induced lipodystrophy?	"Moon face. ""Moonface is a fictional character in Enid Blyton's The Magic Faraway Tree. Moon face is also a type of corticosteroid-induced lipodystrophy."" ""Both are called Moonface."" ""Moonface is both a fictional character in Enid Blyton's The Magic Faraway Tree series and a type of corticosteroid-induced lipodystrophy."" ""Moon face is both a fictional character in Enid Blyton's The Magic Faraway Tree series and a type of corticosteroid-induced lipodystrophy."" ""The term moon face is both a fictional character in Enid Blyton's The Magic Faraway Tree series and a type of corticosteroid-induced lipodystrophy."	"""Moon face"""	1	Moon face is a type of corticosteroid-induced lipodystro
279fe7ec-790b-4194-888d-947bcdd90b78	text	What other type of equipment is used besides the gear stick and clutch in agricultural, industrial, construction, and mining equipment?	"Hydrostatic drive ""Transmissions are also used besides a gear stick and clutch."" ""Hydrostatic drives and electrical adjustable-speed drives are used in transmissions in agricultural, industrial, construction, mining and automotive equipment."" ""Transmissions are used."" ""Transmission equipment is used besides the gear stick and clutch in agricultural, industrial, construction, and mining equipment."" ""Transmissions are used besides the gear stick and clutch in agricultural, industrial, construction, and mining equipment."	"""manual transmission"""	1	Transmissions are also used in agricultural, industrial, construction, mining and automotive equipment.
1cf3dc9f-de1a-4e23-8f87-3d83a41da6f5	text	What governing body is responsible for the creation and maintenance of the European Defence Fund, the Common Security and Defence Policy, and the European Defence Agency?	"The European Union is responsible for each of these components. ""The European Union is responsible for the creation and maintenance of the European Defence Fund, the Common Security and Defence Policy, and the European Defence Agency."" ""The European Defence Agency is the group who does this."" ""The European Defence Agency is the governing body that is responsible for the creation and maintenance of the European Defence Fund, the Common Security and Defence Policy, and the European Defence Agency"" ""The European Union is responsible for the creation and maintenance of the European Defence Fund, the Common Security and Defence Policy, and the European Defence Agency"	"""the European Union (EU)"""	1	The European Defence Agency ( EDA) promotes and facilitates integration between member states within the EU's Common Security and Defence Policy (CSDP).
85f30a1b-e91b-417f-be6a-1000eb13d702	text	Of the conus terebra, terebra guttata and the oxymeris areolata, which share a family?	"The terebra guttata and the oxymeris areolata share a family. ""The terebra guttata and the oxymeris areolata are in the same family."" ""Both the terebra guttata and the oxymeris areolata share a family."" ""The Terebra guttata and oxymeris areolata share a family."" ""The terebra guttata and the oxymeris areolata share a family."	"""Terebra guttata and Oxymeris areolata"""	1	Conus terebra
41e8180a-36f1-4eaf-b7b9-442c73b8a08e	text	How many congregations are there in the Reformed Presbyterian Church that has a mission in the French city of Nantes?	"The Reformed Presbyterian Church in Ireland, which has a mission in the French city of Nantes, has forty-three congregations. ""The Reformed Presbyterian Church of Ireland currently has forty-three congregations."" ""There are 43 congregations in the Reformed Presbyterian Church that has a mission in the French city of Nantes."" ""Reformed Presbyterian Church of Ireland has forty-three congregations."" ""The Reformed Presbyterian Church of Ireland has forty-three congregations."	"""Forty-three congregations"""	1	The Reformed Presbyterian Church of Ireland is a Presbyterian church in Ireland.
7b3bf398-775d-424e-affb-0f5d67d9c8c0	text	Victoria and Baikal are both names of what?	"Lakes ""The facts mentioned Lake Victoria and Lake Baikal. Therefore the answer is Lakes."" ""Victoria and Baikal are both names of lakes."" ""They are both names of lakes."" ""Victoria and Baikal are both names of lakes"	"""Lakes"""	1	"List of major lakes of Russia includes species of freshwater fish.
e23cd189-8520-46b5-8cbf-7e704de7a528	text	How common is the launch method of the Saturn V rocket?	"Quite common ""The launch method of the Saturn V rocket is quite common."" ""Two-stage rocket launches are quite common."" ""The Saturn V rocket launch method is quite common."" ""The Saturn V rocket was a two-stage rocket, which is quite a common rocket launch method."	"""quite common"""	1	The S-II was the second stage of the Saturn V rocket.
bb59aed2-f7c7-4ba9-b873-ec98749f6de0	text	The sun is directly above the circle of latitude of 0 degrees of arc on what dates?	"The Sun is directly above the Earth's equator on the equinoxes which are approximately March 20 and September 23. ""The sun is directly above the circle of latitude of 0 degrees of arc on March 20 and September 23."" ""The sun is directly above the circle of latitude of 0 degrees of arc on March 20 and September 23"" ""It says that the latitude of the Earth's equator is 0°of arc and the Sun is directly above the Earth's equator on the equinoxes of approximately March 20 and September 23. Therefore the answer is March 20 and September 23."" ""The sun is directly above the circle of latitude of 0 degrees on March 20 and September 23."" ""The sun is directly above the circle of latitude of 0 degrees of arc on the equinoxes of approximately March 20 and September 23."	"""March 20 and September 23"""	1	The equator is, by definition, 0° (zero degrees) of arc.
c877e5dd-7edf-4734-9116-0fa86b0097fd	text	The leaves from the Rchb. Passiflora genus of the family Passifloraceae can be brewed into a tea that is used for diabetes and what other condition?	"High blood pressure ""The leaves can also be brewed as a tea to treat high blood pressure."" ""It also helps treat high blood pressure."" ""The leaves from the Rchb. Passiflora genus of the family Passifloraceae can be brewed into a tea that is used for diabetes and high blood pressure."	"""high blood pressure"""	1	Passiflora quadrangularis is also grown as an ornamental.
6a68154d-8561-4040-a44e-329cc9e98df2	text	Fluid phase is a type of what process that happens when a cell absorbs a molecule from outside the cell by engulfing it with the cell membrane?	"Endocytosis ""Fluid phase is a part of Endocytosis."" ""It is a type of cytosis."" ""Fluid phase is a type of endocytosis that happens when a cell absorbs a molecule from outside the cell by engulfing it with the cell membrane."" ""Fluid phase is a type of endocytosis."	"""endocytosis"""	1	Endocytosis is when a cell absorbs a molecule, such as a protein, from outside the cell by engulfing it with the cell membrane.
22d1dc75-0867-484d-a146-d3ce9c4671f9	text	What year did the musician Example have three singles in the  Official Charts Company rankings and Lady Gaga had the best-selling album by a Western female artist on the Oricon chart?	"2011 ""In 2011, the musician Example had three singles in the Official Charts Company rankings and Lady Gaga had the best-selling album by a Western female artist on the Oricon chart."" ""2011 is the year both of these events happened."" ""In 2011, musician Example had three songs on the Official Charts Company ranks, and Lady Gaga had the best-selling album by a Western female artist on the Oricon chart."" ""2011 was the year where the musician Example have three singles in the Official Charts Company rankings and Lady Gaga had the best-selling album by a Western female artist on the Oricon chart."	"""2011"""	1	Adele and Example each claimed three of them
d66dd672-b269-4dca-87f6-13b0f8cc44d8	text	Greenland is an offshore island of what, which in terms of shape is a collection of connected peninsulas and nearby islands?	"Europe ""Greenland is an island offshore of Europe, which is a collection of connected peninsulas and nearby islands."" ""Greenland is an offshore island of Europe."" ""Europe is a collection of connected peninsulas and nearby islands, which has Greenland as an offshore island."" ""Greenland is an offshore island of North America, which in terms of shape is a collection of connected peninsulas and nearby islands."	"""Europe"""	1	Europe is a collection of connected peninsulas and nearby islands.
78b48cae-07fb-4741-be9c-beeba9ed66b9	text	Volcanic eruptions and impact events can cause what kind of natural clouds that has a version in humid air called the Wilson cloud?	"A mushroom cloud. ""Volcanic eruptions and impact events can cause a transient condensation cloud that has a version in humid air called the Wilson cloud."" ""Mushroom clouds can be produced from Volcanic eruptions and impact events. It also has a version in humid air called the Wilson cloud."" ""Volcanic eruptions and impact events can cause transient condensation cloud hat has a version in humid air called the Wilson cloud"" ""They can cause mushroom clouds."" ""Volcanic eruptions and impact events can cause a natural mushroom cloud."	"""mushroom clouds"""	1	Mushrooms.
0d3c6aaa-ec73-42e3-99d8-32fb314df84b	text	Degeneration, dysfunction, or remodeling of the sinus node can cause what type of syndrome if this area becomes sick?	"Tachycardia-bradycardia syndrome. ""Degeneration, dysfunction, or remodeling of the sinus node can cause Tachycardia-bradycardia syndrome if this area becomes sick."" ""Degeneration, dysfunction, or remodeling of the sinus node can cause Tachycardia-bradycardia if this area becomes sick"" ""Degeneration, dysfunction, or remodeling of the sinus node can cause tachycardia-bradycardia syndrome if this area becomes sick."" ""Degeneration, dysfunction, or remodeling of the sinus node can cause tachycardia-bradycardia syndrome."	"""Tachycardia-bradycardia syndrome"""	1	Tachycardia-bradycardia syndrome
538dd186-3dfe-4956-8e59-8fc1ddcbe5c8	text	Does the era known as the Southern and Northern Dynasties era fall within the time span covered by the text that contains 100 volumes and covers the period from 386 to 618?	"It does. ""Yes, the Southern and Northern Dynasties era falls within the time span covered by the text that contains 100 volumes and covers the period from 386 to 618."" ""No, it falls outside of that time span."" ""Yes, the era known as the Southern and Northern Dynasties era falls within the time span covered by the text that contains 100 volumes and covers the period from 386 to 618"" ""Yes, the era known as the Southern and Northern Dynasties era falls within the time span covered by the text that contains 100 volumes and covers the period from 386 to 618."" ""The era known as the Southern and Northern Dynasties era falls within the time span covered by the text that contains 100 volumes and covers the period from 386 to 618"	"""Yes"""	1	The History of the Northern Dynasties was started by Li Dashi and compiled from texts of the Book of Wei and Book of Zhou.
4e128c36-9319-415f-8711-d5976b8c9451	text	What is the name of the song found on the b-side of a single written by Anthony Smith and Tony Lang and released in 2001?	"The Real Thing ""The name of the song found on the b-side of a single written by Anthony Smith and Tony Lang and released in 2001 was ""Run."""" ""Run is the name of the song found on the b-side of a single written by Anthony Smith and Tony Lang and released in 2001."" ""The name of this song is ""The Real Thing""."" """"The Real Thing"", was the b-side to the album's next single, "" Living and Living Well ""."" """"Run"" is the name of the single written by Anthony Smith and Tony Lang, which released in 2001. ""The Real Thing"" song can be found on the b-side of ""Run."	"""""The Real Thing"""""	1	"""Run"" debuted at number 36 on the U.S. Billboard Hot Country Singles & Tracks for the chart week of October 13, 2001
eca4ea22-d935-404b-814e-308d40e5e60f	text	Which of the tools typically used for reaping is used to harvest rice in South America?	"The sickle is used for reaping rice in South America. ""A sickle is the typical tool used for reaping that is used to harvest rice in South America"" ""The sickle typically used for reaping is used to harvest rice in South America."" ""The sickle is used to harvest rice."" ""The sickle is used to harvest rice in South America"" ""A sickle is used to harvest rice in South America."	"""sickle"""	1	Reaping
1eded982-9d8a-4d49-819b-2022e469f5a4	text	What motorway that crosses the Dutch-German border as a continuation of the Dutch A67 is the most congested motorway in Germany?	"Bundesautobahn 40 is the most congested motorway in Germany. ""Bundesautobahn 40 crosses the Dutch-German border as a continuation of the Dutch A67, and it is the most congested motorway in Germany."" ""Bundesautobahn 40 crosses the Dutch- German border as a continuation of the Dutch A67. It also says that the Bundesautobahn 40 is the most congested motorway in Germany. Therefore the answer must be the Bundesautobahn 40."" ""The Bundesautobahn 40 motorway that crosses the Dutch-German border as a continuation of the Dutch A67 is the most congested motorway in Germany."" ""Motoryway 40 crosses the Dutch-German border as a continuation of the Dutch A67 is the most congested motorway in Germany."	"""Bundesautobahn 40"""	1	The A 40 is the most congested motorway in Germany.
49023e1f-06f6-484f-ba86-4fa6a2bed163	text	Sunnyside and Riverside are both neighborhoods located where?	"Wichita, Kansas ""Sunnyside and Riverside are both neighborhoods located in Wichita, Kansas."" ""The two neighborhoods are in Wichita, Kansas."" ""Sunnyside and Riverside are both located in Wichita, Kansas."" ""Sunnyside and Riverside are both neighborhoods in Wichita, Kansas."	"""Wichita, Kansas, United States"""	1	Riverside
7d5a50ff-c3af-4d24-bf68-46dc0aa72ea4	text	Who made the official Yuan Yan chief of staff to an imperial prince of the Chinese dynasty Sui Dynasty?	"Emperor Wen. ""Emperor Wen did this."" ""It was Emperor Wen who was the imperial prince of the Chinese Sui Dynasty, and made the official Yuan Yan chief of staff."" ""Emperor Wen made the official Yuan Yan chief of staff to an imperial prince of the Chinese dynasty Sui Dynasty"" ""Emperor Wen made the official Yuan Yan chief of staff to an imperial prince of the Chinese dynasty Sui Dynasty."	"""Emperor Wen"""	1	Yang Xiu (楊秀)
dfd9daad-8fd5-4e9d-9071-5028fea158e8	text	What is a protic solvent and what is the most common one?	"A protic solvent is a solvent that has a hydrogen atom bound to an oxygen (as in a hydroxyl group), a nitrogen (as in an amine group), or fluoride (as in hydrogen fluoride ). In general terms, any solvent that contains a labile H + is called a protic solvent. Water is the most common protic solvent. ""The solvent that has a hydrogen atom bound to an oxygen or fluoride called a protic solvent has water as its most common form."" ""A protic solvent is a solvent that has a hydrogen atom bound to an oxygen, the most common example is water."" ""A protic solvent is a solvent that has a hydrogen atom bound to an oxygen, and water is the most common one"" ""A protic solvent is a solvent that has a hydrogen atom bound to an oxygen, a nitrogen, or fluoride. Water is the most common one."	"""A solvent that has a hydrogen atom bound to an oxygen (as in a hydroxyl group), a nitrogen (as in an amine group), or fluoride (as in hydrogen fluoride ). Water is the most common."""	1	A protic solvent is a solvent that contains a labile H +.
2b31c169-7a44-439d-b4b1-78cec3b9a3c1	text	The professional last name of the actor who played Moe Greene in the godfather is the same as the professional first name of which Filipino actor who took part in the fifth season of StarStruck?	"The last name of Alex Rocco, who played Moe Greene, is the same as the first name of Rocco Nacino, who took part in the fifth season of StarStruck. ""The shared name is Rocco."" ""The professional last name of the actor who played Moe Greene in the Godfather is the same as Rocco Nacino first name."" ""The professional last name of Alessandro Federico Petricone Jr. (aka Alex Rocco) is the same as the professional first name of Enrico Raphael Quiogue Nacino (aka Rocco Nacino)."" ""The professional last name of the actor who played Moe Greene in the godfather is the same as the professional first name of Rocco Nacino, who took part in the fifth season of StarStruck."" ""The professional last name of the actor who played Moe Greene in the godfather is the same as the professional first name of Rocco Nacino."	"""Alex Rocco"""	1	Alessandro Federico Petricone Jr
eb00896f-73bd-4f78-ae43-f47bc56c9a1a	text	What style of writing was The Travels of Marco Polo likely written in during that period?	"narrative, prose, essay and diary style ""The Travels of Marco Polo was likely  written in essay and diary style."" ""The Travels of Marco Polo was likely written in narrative, prose, essay and diary style."" ""The Travels of Marco Polo was likely written in the style of travel literature."" ""The Travels of Marco Polo was a classic of travel literature and likely written in a narrative, prose, and diary style."	"""Narrative, prose, essay, and diary style"""	1	Travel literature became popular during the Song dynasty.
053ed376-4cac-4c93-a920-6640832dc0f7	text	The sum of the first 6 positive even numbers is significant in Egyptian mythology because it is the number of questions asked of persons making their journey through where?	"Death. ""The sum of the first 6 positive even numbers is significant in Egyptian mythology because it is the number of questions asked of persons making their journey through Death"" ""It is the number of questions asked of persons making their journey through Death."" ""The sum of the first 6 positive even numbers is 42, which is the number of questions asked of persons making their journey through Death."" ""The sum of the first 6 positive even numbers is significant in Egyptian mythology because it is the number of questions asked of persons making their journey through death."" ""The sum of the first 6 positive even numbers is significant in Egyptian mythology because it is the number of questions asked of persons making their journey through Death."	"""Death"""	1	42 negative confessions
3ab13783-8bf9-469d-b1ab-bacd788494e7	text	Did Catherine Zeta-Jones get appointed Commander of the Order of the British Empire before or after she played the melancholic Eustacia Vye in the television film The Return of the Native?	"after ""Catherine Zeta-Jones got appointed Commander of the Order of the British Empire after she played the melancholic Eustacia Vye in the television film The Return of the Native."" ""Zeta-Jones was appointed Commander of the Order of the British Empire in 2010, after she played Eustacia Vye in 1994."" ""Catherine Zeta-Jones was appointed Commander of the Order of the British Empire after she played the melancholic Eustacia Vye in the television film The Return of the Native."" ""Catherine Zeta-Jones get appointed Commander of the Order of the British Empire after she played the melancholic Eustacia Vye in the television film The Return of the Native."" ""Catherine Zeta-Jones got appointed Commander of the Order of the British Empire after she played the melancholic Eustacia Vye in the television film The Return of the Native2."	"""After"""	1	In 1994, Zeta-Jones played the melancholic Eustacia Vye in the television film The Return of the Native, an adaptation of the novel of the same name (1878) by Thomas Hardy.
eca540bd-e7c1-424b-8de5-24e9708e9113	text	Who built the Temple in Jerusalem where the Ark of the Covenant was supposed to be kept, that in Hebrew Tradition is the Holy of Holies defined by four pillars hold up the veil of the covering under which the Ark was kept?	"It was built by King Solomon. ""King Solomon built the Temple in Jerusalem that in Hebrew Tradition is the Holy of Holies defined by four pillars hold up the veil of the covering under which the Ark was kept."" ""King Solomon built the Temple in Jerusalem, where the Ark of the Covenant was supposed to be kept."" ""King Solomon ordered the Temple in Jerusalem built."	"""King Solomon"""	1	"The Ark of the Covenant contained the Ten Commandments, which were given by God to Moses on Mount Sinai
14b45b10-5ce2-4887-a737-dc4fb45e3442	text	What country is Edward Norton and Bill Norton from?	"America. ""It says that Bill Norton was born on August 13, 1943 in Los Angeles County, California, USA and  Edward Norton is an American actor and filmmaker. The answer is United States."" ""They are from the United States."" ""Both of these men are from the USA."" ""Edward Norton and Bill Norton are both from the United States of America."" ""Edward Norton and Bill Norton are from the United States."	"""United States"""	1	Bill Norton is an American actor and filmmaker.
fed44533-3792-4dd1-9e8e-74af4d069221	text	Was the last white tiger seen in the wild  the same year that the first white tiger was born in captivity?	"Yes. ""Yes, the last white tiger was in the wild the same year that the first white tiger was born in captivity"" ""Yes, the last white tiger seen in the wild was shot in 1958 and the first white tigers born in captivity were born on October 30, 1958."" ""Yes, the last white tiger was seen in the wild in 1958, the same year the first white tigers were born in captivity."" ""The last white tiger was seen in the wild the same year that the first white tiger was born in captivity."" ""Yes, both events took place in 1958."	"""1958"""	1	The last white tiger seen in the wild was shot in 1958 in the Hazar.
87242a73-742c-43f6-80ff-c6af5decb362	text	Who is older; Uelliton da Silva Vieira or Andre DeAngelo Ellington?	"Uelliton da Silva Vieira ""Uelliton da Silva Vieira is two years older than Andre DeAngelo Ellington."" ""Uelliton da Silva Vieira is older than  Andre DeAngelo Ellington."" ""Vieira was born in 1987, making him 2 years older than Ellington."" ""Uelliton da Silva Vieira is older."" ""Ueliton da Silva Vierra (b. 28 August 1987) is older than Ellington (b. 3 February 1989)."	"""Uelliton da Silva Vieira"""	1	Andre DeAngelo Ellington
f5630086-9639-4848-b7b1-b29ba3270d6a	text	Are freshwater mussels and clams the only filter-feeding bivlaves?	"No, all species of bivalves are filter feeders. ""No. There are over 30,000 species of bivalves, including the fossil species."" ""Freshwater mussels and clams are not the only filter-feeding bivalves."" ""No, they are not the only filter-feeding bivlaves."" ""No, over 30,000 bivalves are filter feeders other than freshwater mussels and clams."" ""Freshwater mussels and clams are not the only filter-feeding bivlaves"	"""all bivalves are filter feeders"""	1	The gastropods (snails) and the bivalves (freshwater mussels and clams.)
3097c10d-ad04-45a4-a612-64f2f11f43ea	text	What is The Panthéon and how many people have their remains buried there?	"The Panthéon is a monument in the 5th arrondissement of Paris, France. As of 2018 the remains of 78 people have been transferred to the Panthéon, including those of 73 men and five women. ""The Panthéon is a monument in the 5th arrondissement of Paris, France, and as of 2018 the remains of 78 people have been transferred to the Panthéon."" ""The Panthéon is a monument in the 5th arrondissement of Paris, France, and 78 people have their remains buried there."" ""The Panthéon is a monument in Paris where 78 people are buried."" ""The Panthéon  is a monument in the 5th arrondissement of Paris, France, and as of 2018 the remains of 78 people have been transferred there."" ""The Panthéon is a monument in the 5th arrondissement of Paris, France, and the remains of 78 people are located there."	"""As of 2018 the remains of 78 people have been transferred to the Panthéon, he Panthéon ( French: [pɑ̃.te.ɔ̃], from the Classical Greek word πάνθειον, pántheion, ' [temple] to all the gods') is a monument in the 5th arrondissement of Paris, France."""	1	The Panthéon.
0b8f202f-e273-4e31-80fc-ac4cbfea3948	text	Which is taller: Willis Tower or the San Jacinto Monument?	"Willis Tower is taller. ""Willis Tower is taller than the San Jacinto Monument."" ""At 1,728 feet, the Willis Tower is taller than San Jacinto Monument which is 567.31 feet."" ""Willis Tower is taller."" ""Willis Tower is 1,729 feet (527 meters) tall, taller than the San Jacinto Monument, which is 567.31 feet (172.92 m)."	"""Willis Tower"""	1	The Willis Tower is 1,729 feet (527 meters) tall.
a410270c-55a5-4c5a-a5d2-d8184cafb3d8	text	Relations between The Church of Jesus Christ of Latter-day Saints (LDS Church) and the natives of the Pacific Island groups of Melanesia, Micronesia and where, which includes the Samoan islands and the Cook Islands, are quite complex?	"Polynesia ""Relations between The Church of Jesus Christ of Latter-day Saints (LDS Church) and the natives of the Pacific Island groups of Melanesia, Micronesia and Polynesia, which includes the Samoan islands and the Cook Islands, are quite complex."" ""Relations between The Church of Jesus Christ of Latter-day Saints (LDS Church) and the natives of the Pacific Island groups of Melanesia, Micronesia, and surrounding island groups are quite complex."" ""Relations between the LDS Church, the natives of the Pacific Island groups of Melanesia, Micronesia, and surrounding island groups that include the Samoan Islands and the Cook Islands are quite complex."" ""Relations between The Church of Jesus Christ of Latter-day Saints (LDS Church) and the natives of the Pacific Island groups of Melanesia, Micronesia and Polyneisa are quite complex."	"""relations are quite complex"""	1	Three of the major groups of islands in the Pacific Ocean.
c86dfdae-e56f-4034-9cab-225fe28706f8	text	Rhomboid and hamstring are both types of whast?	"Muscles ""Rhomboid and hamstring are both types of muscle."" ""Rhomboid and hamstring are both types muscle."" ""Rhomboid and hamstring are both types of muscles."" ""Rhomboid and hamstring are both types of muscles"	"""they're both muscles"""	1	The posterior compartment of the thigh.
f3cce7d1-b766-4c26-86e7-1b71562c9689	text	What is the neighboring temple of the temple that had a column used in the archaic Roman ceremony for declaring war, that is one of the most important ancient Greek monuments on Ortygia?	"The Temple of Apollo. ""The Temple of Apollo neighbors the temple that had a column used in the archaic Roman ceremony for declaring war, that is one of the most important ancient Greek monuments on Ortygia."" ""The Temple of Apollo is one of the most important ancient Greek monuments on Ortygia, and it is next to the temple that had a column used in the archaic Roman ceremony for declaring war."" ""The Temple of Bellona is the neighboring temple of the temple that had a column used in the archaic Roman ceremony for declaring war, which is one of the most important ancient Greek monuments on Ortygia."" ""However not mentioned in the fact itself, Temple of Bellona, Rome is the neighboring temple of the temple that had a column used in the archaic Roman ceremony for declaring war, that is one of the most important ancient Greek monuments on Ortygia."" ""The temple that is one of the most important ancient Greek monuments on Ortygia is the Temple of Apollo."	"""The Temple of Bellona"""	1	The Temple of Apollo.
ef4a2c66-214b-4503-80ed-73a5a29d180d	text	What color rice might be added to a distilled alcoholic drink typically produced in an area that contains the Indonesian Archipelago?	"red ""Red rice might be added to a distilled alcoholic drink that is typically produced in an area that contains the Indonesian Archipelago."" ""Red rice is sometimes added to arrack."" ""Red rice might be added to a distilled alcoholic drink typically produced in an area that contains the Indonesian Archipelago."" ""Red rice might be added to arrack."" ""Red rice can be added to a arrack, a distilled alcoholic drink typically produced in Southeast Asia."	"""red"""	1	Arrack is a distilled alcoholic drink typically produced in the Indian subcontinent and Southeast Asia.
c1b58390-b8ab-43a8-8b0c-fb131507b924	text	Luckiamute and Kings are both names of what?	"Rivers ""Luckiamute and Kings are both names of rivers"" ""They are both names of rivers."" ""Luckiamute and Kings are both names of rivers."	"""Rivers"""	1	Kings Valley is located on the Luckiamute River and Oregon Route 223, the Kings Valley Highway.
c2f56695-1742-4b2e-a4d8-87c741903983	text	Porphyria and Polychromasia are both names of what?	"Disorders ""Porphyria and Polychromasia are both health disorders."" ""Porphyria and Polychromasia are both names of disorders"" ""Porphyria and Polychromasia are both names of disorders."" ""Porphyria and Polychromasia are both are both disorders of the human body."	"""Medical disorders."""	1	Porphyria is a group of liver disorders that affect the skin or nervous system.
445a0eda-5be3-4d39-b32a-c2a23bcf1b31	text	What connects Christopher Eccleston and the Thirteenth Doctor?	"These are connected because they both involve Doctor Who, a BBC TV show. ""Christopher Eccleston played the Ninth Doctor, who is the same character but in an earlier incarnation as the Thirteenth Doctor."" ""Christopher Eccleston and the Thirteenth Doctor were both incarnations of the Doctor."" ""Both are incarnations of the fictional character the ""Doctor"" in the BBC science fiction television show Doctor Who."" ""Christopher Eccleston played the Ninth Doctor, who is an incarnation of the same character that the Thirteenth Doctor is supposed to be."" ""Eccleston played the same character that would become The Thirteenth Doctor."	"""Being a doctor connects Christopher Eccleston and the Thirteenth Doctor."""	1	The Thirteenth Doctor
1ba9b34d-a901-450f-b049-1343f77174c4	text	The Unakas stretch approximately from the Nolichucky River in the south to what river in the north that rises from a spring near the base of Peak Mountain at Linville Gap in Avery County, North Carolina?	"The Unakas stretch north to the Watauga River. ""The Unakas stretch approximately from the Nolichucky River in the south The Watauga River in the north that rises from a spring near the base of Peak Mountain at Linville Gap in Avery County, North Carolina"" ""The Unakas stretch approximately from the Nolichucky River in the south to the Watauga River in the north."" ""The Unakas stretch approximately from the Nolichucky River in the south to the Watauga River in the north that rises from a spring near the base of Peak Mountain."	"""The Watauga River"""	1	The Watauga River is a large stream of western North Carolina and East Tennessee.
86ad3cae-163f-434a-b8ca-2313f5ce47d8	text	Río Chixoy and Salinas are both names of what?	"Rivers ""Río Chixoy and Salinas are both names of rivers."" ""Río Chixoy and Salinas are both names rivers."" ""Rio Chixoy and Salinas are both names of rivers."	"""rivers"""	1	Salinas River National Wildlife Refuge
418583e2-1a88-4d5b-aae8-52dc9567b9cb	text	The sensor coil of a metal detector and Magnetic Flux are both found in reference to what?	"Magnetic fields. ""It says that Magnetic Flux has temporal variations and that the sensor coils of a metal detector is used to translate time-varying magnetic fields. So the thing they have in common is temporal (or time) variations."" ""The sensor coil of a metal detector and Magnetic Flux are both found in reference to magnetic fields."" ""The sensor coil of a metal detector and Magnetic Flux are both found in reference to magnetism."" ""They are both found in time-variations of magnetic fields."	"""Magnetic fields"""	1	The temporal variations of the Magnetic Flux
fe48d0d0-6a9f-4692-9134-d1a08a8d5a57	text	To which field of science is relation of ideas and relational theory belong to?	"Philosophy ""Relation of ideas and relational theory belong to philosophy."" ""Relation of ideas and relational theory belong to the field of philosophy."" ""They are part of philosophy."" ""They both relate to philosophy."" ""Relation of ideas and relational theory belong to the philosophy field of science."	"""Philosophy"""	1	A relation is a type of fact that is true or false of two things.
624f32bc-821a-4c11-b770-d16318118218	text	"What year was Tina Turner and Barry White's duet of ""In You Wildest Dreams"" released and where did it reach in the UK singles chart?"	"The song was released in 1996 and reached number 32 in the UK Singles chart. ""1996 was when Tina Turner and Barry White's duet of ""In You Wildest Dreams"" was released and it eventually reached 32 on the UK singles chart."" """"In Your Wildest Dreams"" released in 1996 and reached 32 in UK Singles chart."" ""Tina Turner and Barry White's duet of ""In You Wildest Dreams"" was released in 1996 and it reached No. 32 on the UK singles chart."" ""Tina Turner and Barry White's duet of ""In Your Wildest Dreams"" was released in 1996 and reached No. 32 in the UK singles chart."" ""Tina Turner and Barry White's duet of ""In You Wildest Dreams"" was released in 1996 and it reached No.32 in the UK singles chart."	"""1996 and 32nd"""	1	""" Unfinished Sympathy "" is a cover of the Massive Attack song.
b6e36591-d0d3-4b7c-ae69-df204aae2fe7	text	Did Ptolemy live while the Hellenistic religion was in place?	"Yes, the Hellenistic religion was practiced from 300 BCE to 300 CE and Ptolemy was born in 90 CE. ""Ptolemy lived while the Hellenistic religion was in place."" ""No, Ptolemy was born several centuries after the heyday of the Hellenistic religion."" ""Yes, Ptolemy lived during the Hellenistic period."" ""Yes, Ptolemy was alive during the period in which the Hellenistic religion was actively observed."" ""Yes, Ptolemy lived while the Hellenistic religion was in place."	"""yes"""	1	Hellenistic
9e70096d-ebee-416c-8612-b9b663a082cc	text	Sidney Lanier and mshvidobis khidi are both names of what?	"Bridges ""Sidney Lanier and mshvidobis khidi are both bridges."" ""Sidney Lanier and mshvidobis khidi are both names of bridges."	"""Bridges"""	1	The Ravenel Bridge has eight travel lanes while the Talmadge Memorial Bridge has just four lanes.
848895e2-b5f4-4fda-a0c5-8a094de84ee4	text	Can Kangiqtualuk Uqquqti and the Alexandra Fiord both be found in the Qikiqtaaluk Region?	"Yes, Kangiqtualuk Uqquqti and the Alexandra Fiord are both located in the Qikiqtaaluk Region? ""Kangiqtualuk Uqquqti and the Alexandra Fiord can be both found in the Qikiqtaaluk Region of Nunavut, Canada."" ""Yes, both Kangiqtualuk Uqquqti and the Alexandra Fiord can be found in the Qikiqtaaluk Region"" ""Yes, both are found there."" ""Yes, both the Kangiqtualuk Uqquqti and the Alexandra Fiord are located in the Qikiqtaaluk Region."" ""Yes, they're both in the Qikiqtaaluk Region."	"""Yes"""	1	Kangiqtualuk Uqquqti
